name,npdId,field,year,month,operationTime,operationTimeUom,wellStatus,oil,oilUom,gas,gasUom,condensate,condensateUom,water,waterUom
33/9-L-3 H,2206,STATFJORD ØST,1997,1,29.72,d,producing,78353,Sm3,11138000,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,2,28,d,producing,75342,Sm3,10698000,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,3,25.7,d,producing,68998,Sm3,9788000,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,4,30,d,producing,76153,Sm3,10814000,Sm3,,Sm3,1008,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,5,29.85,d,producing,71412,Sm3,10113000,Sm3,,Sm3,3013,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,6,30,d,producing,69470,Sm3,9829000,Sm3,,Sm3,4684,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,7,29.29,d,producing,74722,Sm3,10610000,Sm3,,Sm3,4097,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,8,30.68,d,producing,80015,Sm3,11339000,Sm3,,Sm3,5257,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,9,28.38,d,producing,72498,Sm3,10265000,Sm3,,Sm3,6209,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,10,29.51,d,producing,70572,Sm3,10010000,Sm3,,Sm3,6133,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,11,29.07,d,producing,64695,Sm3,9157000,Sm3,,Sm3,4299,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1997,12,30.4,d,producing,62278,Sm3,8815000,Sm3,,Sm3,4079,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,1,30.12,d,producing,64751,Sm3,9132000,Sm3,,Sm3,5432,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,2,26.77,d,producing,62530,Sm3,8820000,Sm3,,Sm3,5728,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,3,30.95,d,producing,67654,Sm3,9550000,Sm3,,Sm3,6088,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,4,30,d,producing,64629,Sm3,9120000,Sm3,,Sm3,5252,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,5,29.6,d,producing,60851,Sm3,8631000,Sm3,,Sm3,4216,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,6,30,d,producing,57768,Sm3,8208000,Sm3,,Sm3,3377,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,7,30.39,d,producing,60845,Sm3,8591000,Sm3,,Sm3,2976,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,8,6.48,d,producing,12063,Sm3,1705000,Sm3,,Sm3,863,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,9,28.95,d,producing,52867,Sm3,7455000,Sm3,,Sm3,2545,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,10,28.68,d,producing,59299,Sm3,8379000,Sm3,,Sm3,5162,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,11,29.75,d,producing,52557,Sm3,7443000,Sm3,,Sm3,5887,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1998,12,29.74,d,producing,46685,Sm3,6599000,Sm3,,Sm3,7439,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,1,31,d,producing,45880,Sm3,6515000,Sm3,,Sm3,8442,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,2,27.1,d,producing,37246,Sm3,5288000,Sm3,,Sm3,6376,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,3,30.68,d,producing,36959,Sm3,5248000,Sm3,,Sm3,6464,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,4,28.86,d,producing,32953,Sm3,4679000,Sm3,,Sm3,6290,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,5,21.89,d,producing,26637,Sm3,3781000,Sm3,,Sm3,6276,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,6,24.16,d,producing,29464,Sm3,4183000,Sm3,,Sm3,7639,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,7,28.78,d,producing,32969,Sm3,4681000,Sm3,,Sm3,7622,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,8,29.26,d,producing,31682,Sm3,4498000,Sm3,,Sm3,13195,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,9,30,d,producing,30469,Sm3,4326000,Sm3,,Sm3,19264,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,10,30.1,d,producing,29508,Sm3,4190000,Sm3,,Sm3,13933,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,11,24.85,d,producing,24846,Sm3,3528000,Sm3,,Sm3,10957,Sm3
33/9-L-3 H,2206,STATFJORD ØST,1999,12,8.23,d,producing,6205,Sm3,879000,Sm3,,Sm3,2553,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,1,25.58,d,,8212,Sm3,1163000,Sm3,,Sm3,15401,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,2,27.71,d,,9130,Sm3,1293000,Sm3,,Sm3,17511,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,3,30.94,d,,11160,Sm3,1580000,Sm3,,Sm3,22700,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,4,28.19,d,,10543,Sm3,1493000,Sm3,,Sm3,21907,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,5,30.73,d,,10740,Sm3,1521000,Sm3,,Sm3,23749,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,6,28.88,d,,9405,Sm3,1332000,Sm3,,Sm3,22893,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,7,30.4,d,,12068,Sm3,1709000,Sm3,,Sm3,29101,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,8,4.02,d,,587,Sm3,83000,Sm3,,Sm3,1236,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,9,28.71,d,,7363,Sm3,1043000,Sm3,,Sm3,16950,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,10,31,d,,9320,Sm3,1320000,Sm3,,Sm3,18695,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,11,26.38,d,,8568,Sm3,1213000,Sm3,,Sm3,15487,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2002,12,25.96,d,,7907,Sm3,1120000,Sm3,,Sm3,14574,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,1,31,d,,11170,Sm3,1582000,Sm3,,Sm3,30806,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,2,26.85,d,,9443,Sm3,1337000,Sm3,,Sm3,26194,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,3,30.96,d,,12085,Sm3,1711000,Sm3,,Sm3,34024,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,4,29.88,d,,12784,Sm3,1810000,Sm3,,Sm3,34182,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,5,30.15,d,,11652,Sm3,1650000,Sm3,,Sm3,32831,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,6,29.69,d,,11870,Sm3,1681000,Sm3,,Sm3,33025,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,7,30.25,d,,12965,Sm3,1836000,Sm3,,Sm3,37688,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,8,30.15,d,,11589,Sm3,1641000,Sm3,,Sm3,32802,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,9,29.29,d,,12070,Sm3,1709000,Sm3,,Sm3,37185,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,10,31,d,,12485,Sm3,1768000,Sm3,,Sm3,40010,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,11,29.35,d,,11000,Sm3,1558000,Sm3,,Sm3,33586,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2003,12,31,d,,9922,Sm3,1405000,Sm3,,Sm3,29105,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,1,28.21,d,,8945,Sm3,1267000,Sm3,,Sm3,26891,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,2,28.33,d,,12401,Sm3,1756000,Sm3,,Sm3,37530,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,3,27.58,d,,11923,Sm3,1688000,Sm3,,Sm3,36742,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,4,15.1,d,,6939,Sm3,983000,Sm3,,Sm3,21307,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,5,22.83,d,,12941,Sm3,1832000,Sm3,,Sm3,26242,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,6,28.33,d,,13405,Sm3,1898000,Sm3,,Sm3,35151,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,7,31,d,,14267,Sm3,2020000,Sm3,,Sm3,36762,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,8,30.06,d,,12556,Sm3,1778000,Sm3,,Sm3,31496,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,9,30,d,,15116,Sm3,2140000,Sm3,,Sm3,39529,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,10,30.58,d,,17092,Sm3,2420000,Sm3,,Sm3,41226,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,11,30,d,,17662,Sm3,2508000,Sm3,,Sm3,43241,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2004,12,30.69,d,,14459,Sm3,2053000,Sm3,,Sm3,34597,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,1,30.02,d,,13747,Sm3,1952000,Sm3,,Sm3,34119,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,2,28,d,,9189,Sm3,1305000,Sm3,,Sm3,25012,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,3,30.56,d,,9874,Sm3,1402000,Sm3,,Sm3,26816,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,4,29.19,d,,10053,Sm3,1427000,Sm3,,Sm3,25491,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,5,30.79,d,,10202,Sm3,1449000,Sm3,,Sm3,26855,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,6,30,d,,7345,Sm3,1043000,Sm3,,Sm3,32161,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,7,31,d,,8523,Sm3,1210000,Sm3,,Sm3,33072,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,8,29.79,d,,8824,Sm3,1253000,Sm3,,Sm3,27627,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,9,30,d,,8931,Sm3,1268000,Sm3,,Sm3,28248,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,10,30.04,d,,8922,Sm3,1267000,Sm3,,Sm3,30144,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,11,29.88,d,,8052,Sm3,1143000,Sm3,,Sm3,30124,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2005,12,30.44,d,,7618,Sm3,1082000,Sm3,,Sm3,31319,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,1,28.4,d,,7088,Sm3,1006000,Sm3,,Sm3,28761,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,2,26.98,d,,8909,Sm3,1265000,Sm3,,Sm3,44919,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,3,30.33,d,,12645,Sm3,1796000,Sm3,,Sm3,49164,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,4,29.98,d,,10157,Sm3,1442000,Sm3,,Sm3,39246,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,5,31,d,,9661,Sm3,1372000,Sm3,,Sm3,45130,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,6,.54,d,,160,Sm3,23000,Sm3,,Sm3,632,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,7,23.48,d,,8382,Sm3,1190000,Sm3,,Sm3,32529,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,8,28.77,d,,9839,Sm3,1397000,Sm3,,Sm3,44511,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,9,30,d,,11657,Sm3,1655000,Sm3,,Sm3,53933,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,10,16.87,d,,5374,Sm3,763000,Sm3,,Sm3,24463,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,11,29.67,d,,5055,Sm3,718000,Sm3,,Sm3,22661,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2006,12,30.4,d,,2638,Sm3,375000,Sm3,,Sm3,12673,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,1,29.04,d,,2876,Sm3,408000,Sm3,,Sm3,14806,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,2,28,d,,3163,Sm3,449000,Sm3,,Sm3,19418,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,3,30.17,d,,5023,Sm3,713000,Sm3,,Sm3,28718,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,4,29.69,d,,4729,Sm3,672000,Sm3,,Sm3,27451,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,5,31,d,,7428,Sm3,1055000,Sm3,,Sm3,52475,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,6,5.46,d,,1074,Sm3,152000,Sm3,,Sm3,7140,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,8,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,9,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,10,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,11,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2007,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,2,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,3,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,4,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,5,29.5,d,,9208,Sm3,1307000,Sm3,,Sm3,33223,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,6,18.77,d,,1282,Sm3,182000,Sm3,,Sm3,10384,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,7,19.38,d,,1535,Sm3,218000,Sm3,,Sm3,12185,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,8,30.96,d,,2086,Sm3,296000,Sm3,,Sm3,18129,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,9,29.71,d,,4139,Sm3,588000,Sm3,,Sm3,24125,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,10,23.44,d,,3611,Sm3,513000,Sm3,,Sm3,19157,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,11,1.02,d,,139,Sm3,20000,Sm3,,Sm3,878,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2008,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,2,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,3,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,4,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,5,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,8,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,9,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,10,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,11,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2009,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,2,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,3,18.96,d,,20843,Sm3,2960000,Sm3,,Sm3,572,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,4,22.1,d,,20755,Sm3,2947000,Sm3,,Sm3,15751,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,5,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,7,.21,d,,174,Sm3,25000,Sm3,,Sm3,3588,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,8,16.96,d,,14,Sm3,2000,Sm3,,Sm3,15397,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,9,21.92,d,,1069,Sm3,152000,Sm3,,Sm3,28326,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,10,30.65,d,,103,Sm3,15000,Sm3,,Sm3,28006,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,11,17.94,d,,184,Sm3,26000,Sm3,,Sm3,12403,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2010,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,2,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,3,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,4,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,5,.19,d,,2,Sm3,0,Sm3,,Sm3,86,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,8,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,9,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,10,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,11,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2011,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,1,.88,d,,57,Sm3,8000,Sm3,,Sm3,782,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,2,28.94,d,,36,Sm3,5000,Sm3,,Sm3,33431,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,3,27.85,d,,29,Sm3,4000,Sm3,,Sm3,26077,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,4,30,d,,33,Sm3,5000,Sm3,,Sm3,24424,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,5,23.29,d,,30,Sm3,4000,Sm3,,Sm3,29321,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,8,2.02,d,,92,Sm3,13000,Sm3,,Sm3,2168,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,9,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,10,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,11,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2012,12,.02,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,2,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,3,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,4,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,5,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,8,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,9,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,10,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,11,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2013,12,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,1,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,2,.02,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,3,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,4,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,5,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,6,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,7,0,d,,0,Sm3,0,Sm3,,Sm3,0,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,8,,d,,0,Sm3,0,Sm3,,Sm3,22,Sm3
33/9-L-3 H,2206,STATFJORD ØST,2014,9,.02,d,producing,0,Sm3,0,Sm3,,Sm3,22,Sm3
